Aegean Airlines,"✅Trip Verified| While my journey with Aegean Airlines started pleasantly, the arrival experience at Athens Eleftherios Venizelos was highly disappointing, especially regarding handling my pets. The check-in crew at London Heathrow was friendly and helpful, but this positive experience was overshadowed by what happened upon arrival in Athens. Aegean Airlines promotes itself as pet-friendly, but my experience showed otherwise. Traveling alone with three small dogs in separate kennels, I expected clear guidance or assistance from the airline, especially since they knew I was a single passenger. Unfortunately, no instructions were given, and no representatives offered help. After a delayed luggage pickup, I was left to search for where my dogs might be. After asking an airport cleaner for help (because no one else was around, like airport representatives), I eventually located my dogs’ crates abandoned on the floor in a different section of the baggage area—an upsetting and unacceptable situation. To make matters worse, an airport staff member nearby was on her phone and didn’t care to assist or greet me. There was also no help handling the kennels on a trolley, making it incredibly difficult for pets to navigate and find transport out of the airport. For an airline that claims to be pet-friendly, this experience was far from it—terrible customer service from Aegean Airlines on the ground in Athens. I hope Aegean Airlines seriously reconsiders how it supports passengers traveling with their beloved pets to ensure smoother and safer experiences in the future."
Aegean Airlines,"✅Trip Verified| Upgraded to business with Plusgrade. Great value for money! Still one of the very few full service carriers with a classic service offering a welcome dring before departure and a full (hot) meal with option to choose from for the main menu. It's the small details that count with Aegean such as the cloth serviette (haven't seen this for quite some time on any medium haul with any airline) or the possibility to order a tasty Cappucino or Espresso. Additionally, typically new aircraft are used between FRA/MUC and Athens (A 320 neo/ A 321 neo) which adds to the overall excellent experience. Unfortunately, I had a short layover in Athens on my way to Paros and as the flight from Frankfurt was slightly delayed, I couldn't catch my flight to Paros. Outstanding incident handling by Aegean Airlines - they rebooked me on the first available flight next morning and sent me an SMS with a reservation confirmation at Athens Sofitel Airport hotel where complementary dinner and breakfast was offered. I had many incidents with another European Airline this year but never had such a smooth incident handling process like this. Many thanks, Aegean - you continue to be my first choice on the way to Greece!"
Aegean Airlines,"✅Trip Verified|   From the bag check showing up 45 min late (for the Light Fare option, an 8kg carry on limit you have to check nearly any carry on bag, total 75 euro for 1 10 kg bag round trip) to the gate change across the airport with no notice at the gate, text, email, or web, we had to run from A36 to the other end of FCO airport at A73.  Arrived 3h early and nearly missed my flight. Never again."
Aegean Airlines,"Not Verified| A constant bad experience at every flight. Delays of more than an hour are now extremely common, seats are cramped, cabin service is minimal. The flight crew are friendly and polite."
Aegean Airlines,"✅Trip Verified| Terrible Experience with Aegean Airlines – Lost and Damaged Bags, No Support. During a transit flight, Aegean Airlines lost my bag, and despite my repeated efforts to follow up, their customer service has stopped replying to my emails being completely careless. After two months, they still haven’t found my bag and have escaped from compensating me for the loss! To add insult to injury, they even blocked my access to their tracking page, leaving me completely in the dark! Their lack of communication, care, and basic customer service has been appalling. Worst airline experience ever! If you value your belongings and peace of mind, I strongly recommend avoiding Aegean Airlines. Save yourself the suffering!"
Aegean Airlines,✅Trip Verified|   Besides the crew which was very friendly I couldn't recognise anything of the Aegean Airlines I knew a decade ago when I used to fly Aegean frequently. I ordered a vegetarian meal which turned out to be a nasty sandwich that was inedible and a low quality chocolate granola bar. I paid extra to sit in the emergency exit but the seat was not particularly comfortable. I recommend the airline only because it took off and arrived on time.
Aegean Airlines,"✅Trip Verified| Aegean Airlines left us stranded and sleeping on the airport floor! This was hands down the worst airline experience of my life. We were in Venice, Italy, waiting to fly to Beirut via Athens, and no one at the counter bothered to tell us that our connecting flight from Athens to Beirut had been cancelled. We only found out once we were already on the plane, after we asked a flight attendant, who casually informed us. She reassured us that the customer help desk in Athens would take care of everything. They did nothing. In Athens, we were told it wasn't their problem, and we were left to fend for ourselves with no solution, no assistance, and no care. We were stranded in the airport, with nowhere to go, and ended up sleeping on the floor. Aegean Airlines abandoned us. To make matters worse, we’ve been sending emails, and they are completely ignoring us."
Aegean Airlines,"✅Trip Verified|   Aegean was a very good company in recent years. It is still so during the low season (winter) where flights are on time and in the event of problems (especially weather) the support is efficient. On the other hand, their new planes are much less comfortable than the old ones with greatly reduced legroom. This negatively changes the flying experience compared to previous years. Furthermore, traveling with them in summer has become a real hell,flights are very often late (especially evening ones) with compromised connections. And no assistance, you have to figure out how to find a hotel not to mention that postponements are often automatic (without any choice possible because the suitcases are automatically sent on the flight chosen by the company) so arrival at 11:30 p.m. next flight canceled and scheduled for 4:35 a.m. No possibility of collecting the suitcases and therefore taking a later flight to rest. This is the last time I travel with them in summer.  They should give up on short connections which never work... a very good company in winter on the other hand. Aegean était une très bonne compagnie ces dernières années. Elle l'est encore lors de la basse saison (hiver) où les vols sont à l'heure et en cas de problèmes (notamment meteo) la prise en charge est efficace. Par contre leurs nouveaux avions sont bien moins confortables que les anciens avec des espaces pour les jambes fortement réduits. Cela change négativement l'expérience de vol par rapport aux années précédentes. Par ailleurs voyager avec eux en été est devenu un véritable enfer... les vols sont très souvent en retard (surtout ceux du soir) avec des correspondances compromises. Et aucune assistance c'est débrouillez vous pour trouver un hôtel ... sans comptez que les reports sont souvent automatiques (sans choix possible parce que les valises sont automatiquement envoyés sur le vol choisi par la compagnie...) ainsi arrivée à 23h30 vol suivant annulé et prévu à 4.35. Pas possible de récupérer les valises et donc de prendre un vol plus tard pour se reposer... nuit blanche à l'aéroport. C'est la dernière fois que je voyage avec eux en été... chaque année c'est de pire en pire. Ils devraient renoncer à envisager des correspondances courtes qui ne fonctionnent jamais... une très bonne compagnie en hiver en revanche."
Aegean Airlines,"✅Trip Verified| Pleasant and uneventful trip at a very low cost, would definitely recommend and fly again. The staff were very polite and helpful. From the people at the Aegean's lounge in Athens, to the people in the gates and the flight crew, they were happy to help with a smile on their faces. When I got to Athens airport and passed the security check I realized that I had booked economy light class, which, as the websites states, you can only carry either a hand luggage OR a personal item, but I was carrying both. I tried searching for an Aegean help desk at the terminal I was in but I couldn't find one, so I asked the staff at the lounge for directions. They told me the help desk is accessible only before the security check and asked me what the problem was to figure out if they could help. They could have just said it's not our job to help you since we are at a lounge, but they did either way. I explained the issue with the luggage and they told me I could call the Aegean's call center since they weren't informed. Even though it was 4am they picked up immediately and informed me that the rules about economy light have changed since May 2024 and that I could carry both a hand luggage and a personal item, they just didn't update the rules in their website yet. During flight they give economy class a sandwich (there's also a vegan option), cookies and a drink. There is also a website which can be visited during flight to see the location of the plane. The WiFi, unfortunately, didn't work for the majority of the duration of the flight. The only negative about this airline is the booking website. It's a bit laggy, slow, confusing and as it turns out, not regularly updated, in contrast to the mobile application which is very fast, informing and easy to use. Either way it was a pleasant experience and it's good to know you can count on professional and polite staff when in doubt, who treat you with respect regardless your class type."
Aegean Airlines,"✅Trip Verified|  In every flight they have delays and lack of space, taking your carry on bag.  However every time I need to estimate an approximate delay of 30 min to one hour (to 2 hours many times, specially during summer) plus the time to wait to collect my carryon bag that will have been checked. The staff is ok but the policies and regulations are getting worse. If they want to behave as a high cost airline, they need to start providing the relevant services to their passengers."
Aer Lingus,"✅Trip Verified| Rather dismayed, especially as the IFE screens showed 4 star airline. The seat was good and leg room good for an economy seat. There was a drinks service (only one). This was in a ten hour flight. I don’t drink alcohol but there is an extra fee for this. Quite a shock for a so called 4 star airline. Acceptable on the return night flight for one drink service as it night time but during the day? I asked for two mini cans of coke and kept one for the meal. The meal was inedible and the starter disgusting. This was accompanied by tea of coffee. Then that was it, just a nice mini tub of ice cream. Then crew vanished into thin air. The galley at the back was completely empty and unattended. Then just before landing a warm filled roll (cheese and tomato). I was very disappointed they could have at least done another drinks service - it made Virgin look amazing. Virgin do two bar services and are always visible in the cabin and passing through with orange of water to keep you hydrated. The service onboard should at least match that of BA, after all they are owned by the same company."
Aer Lingus,"Not Verified| Very pleasant flight. On time and lovely staff on board, smiling faces and welcoming. We flew into a storm in Dublin but the pilot (Ciaran/Keiran) brought the plane down beautifully with hardly bump. My only gripe is the seats are tight and hold luggage fees very dear, other than that nice flight."
Aer Lingus,"Not Verified| I flew business class with Aer Lingus from IAD to LIS via DUB. On the IAD to DUB route with their A330, upon entering the plane on both ways; the pillows were dirty, used and have hair on them. I informed the FA and they just shrugged and handed me new pillows. The flight was delayed, so the FAs have plenty of time to replace the pillow but evidently, they just don't care. The lie flat seats were narrow and cramp but the worst part is the foot rest. I do not have giant feet but when you lie flat, you can barely fit your feet into the wedged shaped foot rest, which made it hard to sleep. The food and drinks were fine. We just had champagne and water. The crew were just apathetic in their attitude just like the typical economy class ones. The IFE have standard selections. I believe it have the same selections as the economy class ones."
Aer Lingus,"Not Verified|  Aer Lingus left my luggage and the luggage of over 2 dozen people. They still have not bothered to return it. They simply claim it is out for delivery. This cannot be true. It is only 2 hours 10 minutes from Dublin to Galway. They could have delivered it 5 times by now. They even lied claiming it was the first item on the list, first stop that would be made."
Aer Lingus,✅Trip Verified| The seats are disgusting unfortunately. I was in row 28 and my seat felt like it was about to collapse. The coffee and tea stains all over the tray table were also very visible. This is a 07:20am flight out of Dublin. It will be its first flight so clearly the plane was not cleaned over night. I moved to row 27 as it was not occupied. And all 3 of these seats were even more filthy. The tray tables all disgusting with coffee and tea stains. Clearly not cleaned or disinfected. The safety demonstration card had gum attached to it and every duty free magazine is gross. Page edges all curling up and the edges are dark from so many people touching them for months. The variety of A320 types are also disappointing. Ironically the older A320s have better seats. More leg room and adjustable headrests. The new A320/321Neos are extremely uncomfortable. No adjustable headrest and no seat recline.
Aer Lingus,"Not Verified|  We recently had a very frustrating experience with Aer Lingus on flight EI429 from Pisa to Dublin on 18 August 2024. Despite arriving at the gate only three minutes late, we were denied boarding, even though the plane was still on the tarmac, near us, with the stairs down and the door open. The ground staff refused to let us board without even checking with the crew, which was completely unreasonable. To make matters worse, the staff showed no willingness to assist or explain the situation. They ignored our requests for clarification, even though we later discovered that the flight left with a delay of over an hour. This made their decision even more unacceptable. We have contacted Aer Lingus multiple times via email to seek clarification and assistance, but have received no response. The lack of customer service and basic communication is shocking. Due to this situation, we had no choice but to take four different modes of transportation (taxis and trains, all at additional cost) to reach Milan, where we finally managed to depart in the late evening, having to purchase new tickets once again with Aer Lingus I strongly urge Aer Lingus to reconsider how they handle customer situations and offer timely responses. Based on this experience, I cannot recommend this airline to others."
Aer Lingus,"✅Trip Verified|   Our second leg on this plane. The first was from Manchester to Belfast. There is no business class available for this flight but Economy Flex offered lounge access. We were allocated row 1 A&C which sounds great until you realise that the only passenger door, aside from emergency exits is at the rear of the plane. Consequently, we were almost the first onboard but the last off. Not such a big deal as the aircraft has only 72 seats. There is a trolley service on this one hour flight but we didn't bother, there seemed little point in paying for overpriced snacks and drinks. No IFE or Wi-fi on these flights. Cabin crew of two were pleasant and professional and that is about all you can say."
Aer Lingus,"✅Trip Verified|   This airline is still living in the 20th century. Their app doesn’t display changed bookings, the app displays incorrect boarding & gate closure times, and the app doesn’t display your gate at all. That’s just the tip of the iceberg. Our first flight out of Chicago was delayed by an hour. They first said it was due to sanitizing the plane, but the pilot later admitted the aircraft had brake issues. Fine. We got to our layover late due to this (again, fine - these things happen). But there were no Aer Lingus personnel to be found anywhere near our gate that just closed to our connecting flight around 8am local time. We walked down past several gates and found an Aer Lingus gate agent that was just standing there. She asked us to wait so she could walk us to claim our baggage and take us through security again. 25 minutes passed before she called us to follow her. This was a red flag - a normal airline would have had us booked on the next flight immediately. Anyway, she walked us through some doors and asked us to wait there for her. She never came back! After 1/2 hour, we took it upon ourselves to find our luggage and go through customs to do so. Only one of our checked bags was found, and they had transferred it to our new flight that was already booked. Remember, this agent had us waiting around and walking all around the airport for no reason. We finally got on our next flight and landed in Rome another hour later than the rebooked flight was supposed to land! What a terrible experience. And not only that, but our three hour flight from Dublin to Rome didn’t even include a complimentary snack or water! Everything was at a cost. My God, What terrible service. We then spent hours at the luggage help desk and on the phone with Aer Lingus in an attempt to get our lost luggage. Their call center was clearly overseas and they were pretty useless. Luckily we had an AirTag in our luggage so we knew it made it to Rome. We sent proof of this to Aer Lingus per their request and they said they’d find it and send it to our resort. We called daily for updates, and each agent knew less than the previous. Luggage never arrived. We bought all new clothing. At the end of our trip, we asked a Rome airport agent (not Aer Lingus, just an airport agent) if we could check the lost baggage area. She let one of us in and we found it immediately. Needless to say, we’ll never fly with Aer Lingus again. Horrible, horrible airline."
Aer Lingus,"✅Trip Verified|   On August 24, 2024, my Daughter and I attempted to travel from Amsterdam to Seattle via Dublin. The flight, EI605, was scheduled to depart Amsterdam at 1:15 pm. We arrived at the Aer Lingus counter to check in at 10:30 am. There were already 25-30 people in front of us waiting in line and no gate agent insight. By 11:30 am, there were at least 200 people waiting in line to check in. When I called the Aer Lingus number for the Netherlands and asked where the gate agents were I was told, “They usually show up 45 minutes before the flight departs”. At 11:32 a single gate agent showed up and started checking people in. 20 minutes later, a British Airways gate agent who had finished checking people for a British Airways flight next to us, walked over to an empty counter and started helping. By the time a third gate agent arrived it was 45 minutes before the scheduled departure time and there were still dozens of people waiting in line. Everyone was extremely anxious at this point because there was til the airport security line to get through. We arrived at the departure gate at 1:30 pm. Once onboard someone announced that the airline had decided to delay the departure so that all passengers could make the flight. Due to the delay, we missed our connecting flight to Seattle in DUblin. We arrived at gate #418 in Dublin, a gate agent was still present. She told us since we missed the flight we would have to go back to baggage claim, pick up our bags and proceed to a ticket counter to book another flight. She neglected to tell us we had to be escorted by an Aer Lingus employee to baggage claim. After about 30 minutes of looking for some help we finally met a very helpful woman named Loraine. She was kind enough to escort us and others in the same predicament to baggage claim. After retrieving our bags we went to the Aer Lingus “Ticket Assistance” counter. There a gentleman named Sean described our travel options, booked a flight for the following day and told us Aer Lingus would pay for a night in a local hotel as well as dinner. When we arrived at the Carlton Dublin Airport hotel, the people working the front desk told us the hotel was completely booked. When I asked if there were other hotels nearby I was told, “We’re a 4 star hotel, we only deal with other 4 star hotels and they’re all booked full as well”. We caught a ride back to the airport. When we arrived back at the Ticket Assistance counter and told our friend Sean what had happened he disappeared into a back office for a few minutes. When he returned he said, “Since all of our contracted hotels are booked, your only option is to obtain your own lodging and send us the receipt for reimbursement”. I called at least a dozen local hotels without success. By this time it was 6:30 pm and our flight to Seattle was scheduled to leave in 12 hours. We decided to spend the night in the terminal. To add insult to injury, when we arrived in Seattle my Daughter’s suitcase somehow failed to make the flight. We’re still waiting for it. I have been a professional pilot since 1987. This was by far my worst commercial airline travel experience ever."
Aer Lingus,✅Trip Verified| This is honestly one of the worst airlines to fly with. The boarding took forever to start. We were flying at 17:30 and we were already late boarding. This was the same for our flight from Dublin to Toronto. The food was absolutely garbage and the staff were not friendly at all.
Aero VIP,"✅Trip Verified| Cascais to Bragança with Aero VIP. Services are provided by SevenAir. The site is easy. I had a couple of questions and the support was fantastic. The plane was just fine, despite being a propeller, thus a bit noisy."
Aero VIP,"✅Trip Verified| Bragança to Cascais with Aero VIP. Seven Air provides the services. The pilot was very nice and made sure everyone was comfortable and explained there would be some turbulence, which was normal. Flight arrived 5 minutes late."
Aero VIP,"✅Verified Review|  Funchal to Porto Santo. This 10-minutes flight is a true experience. Aero Vip carries out the public service obligation connection between Funchal and the smaller Porto Santo airport located on the island with the same name. The outbound flight was on a vintage (1989) Jetstream 32 turboprop airliner with the return flight being on a slightly older (1987) Jetstream 31. In both cases the safety briefing was carried out by the first officer himself, as the plane does not have any FA on board. The outbound flight left right on time and touched down in PXO just 10/15 minutes later. The plane on the way back arrived late and we left PXO with some 30 minutes of delay, again reaching our destination in slight over 10 minutes. The planes’ interiors are quite worn out but overall the planes gave me the impression of being in a good mechanical shape. If you take this flight to reach the beaches in Porto Santo, as was my case, the whole flight is a really fun and unique retro-experience for aviation enthusiasts which unfortunately comes with a hefty price tag (150 EUR return). It needs to be said however, that the rates are much cheaper for residents who need this flight as a means to ensure territorial continuity."
Aerocaribbean,Havana - Cayo Coco return. A one hour flight with an old ATR42 turboprop. Seats surprisingly comfortable and we were offered a free drink plus candy onboard. Nothing special but we arrived on time.
Aerocaribbean,Holguin to Havana last week. Okay apart from issuing duplicate boarding cards to different passengers. Return was in a turbo prop plane which was 1 hour late and was infested by cockroaches running along the floor overhead lockers and electrical ducts. The plane was generally dirty. Obvious lack of maintenance.
Aerocaribbean,What a wonderful friendly airline. Flew with them Hholguin to Havana and back. Both flights only minor delays was served juice and a cake on this short internal flight safety demonstration was done.
Aeroflot Russian Airlines,"✅Trip Verified|   I am at Sheremetyevo airport, currently living the bad experience. Yesterday, (19 September 2024) due to immigration line , I was 3 minutes late to boarding gate. I had a friend with me who begged them to let me come but they do not listen. My visa was was expiring on 19th. Aeroflot did not give me any assistance with missed flight. They just asked for money . I was all alone, finding about baggage, tickets and how to avoid overstay. Thankfully my brother booked another Aeroflot ticket (obviously overpriced) for 20th September from Chinese site. I did another check in and immigration at 11:54 , so avoided overstay. Now , I am at airport since 17 hours , and my flight is delayed. They announce ‘thanks for understanding’. If we should understand them, why can’t they understand us? They had time to throw out my luggage from plane, but no time for me to board it (plane gate was open, only boarding gate was closed in 3 minutes). There is no human angle and empathy involved with this airline, which leads to passengers being treated mechanically."
Aeroflot Russian Airlines,"✅Trip Verified|  Economy class SVO-IST B777-300ER Reg:RA73131 First of let me start by sharing the details I paid around 200$ for the ticket and it granted me 1 cabin baggage and 1 bag for the under seat i bought additional checked bag of 23kg max for around 50-55$. Seat selections were cheaper for the middle and more expensive for the window I paid 11$ for 34A.You could chose your meal before without any cost (latest 24hours prior to the flight) there was a lot of options but I chose not to chose and eat the standard meal given on the flight. It was the best flight i have ever had. Crew was super helpful greeted us at the beginning, were helping some passengers to put their luggage in the overhead bins. Blankets were handed when requested. The seats were comfortable had plenty of legroom my recommendation for the view is 34A or 34K because it will have two windows. Safety instructions were given as normal and we rocketed out of SVO Moscow. During the meal service turbulence occured and they had to stop it several times in the we got our food they had 3 choices for the breakfast I opted for an omlet (it was very good served with a small salad, salami, butter, jam, croissant and a bar of chocolate with and aeroflot a350 picture on its packaging) whereas there was also Russian pancake “blincikhi” with raspberry available and a müsli kind of option. Because of the turbulence only cold drinks were served during that period but hot drinks were available with a request (this was announced several times by the crew). There was 1 meal service and 3 service of drinks. Lavatories were clean nothing special. Inflight Entertainment was OK and they were also an Aeroflot magazine and a duty free catalogue. We departed 10 Minutes late from scheduled arrived 25 Minutes early. Crew made sure everyone had a nice flight. They saw us off as wishing the best and hoping meet again in future. I can surely say that they were happy with us being on that plane they were doing their job amazing. Thanks for the flight Aeroflot hope to meet again:)"
Aeroflot Russian Airlines,"✅Trip Verified|  I bought roundtrip and return tickets from Istanbul to Murmansk via Moscow from Aeroflot. Because of the late flight from Istanbul to Moscow, I could not reach the boarding time of my flight to Murmansk by 1 minute. The flight attendants were rude and unhelpful. There was nothing I could contact. I somehow reached my friend in Moscow, bought new tickets and went to Murmansk. My return ticket time was 01.01.2024. While trying to check in for return tickets on 31.12.2O23, I learned that Aeroflot automatically canceled these tickets. Again, I did not receive any notification message. In christmas time, i had to find and buy new tickets to come back my country with so expensive fee. I several times called Aeroflot, and write claim emails. I didn't receive any feedback, and support, help. It is very bad company. It is very bad service. I don't advise this company to everyone. They did not refund the cost of the tickets I could not use because of Aeroflot. Round trip and return tickets are independent of each other. This company cannot automatically cancel them this way. If so, he/she must inform us and pay for the tickets we have not used. I am still waiting information and payment from Aeroflot. I had very terrible experience with Aeroflot."
Aeroflot Russian Airlines,"✅Trip Verified|  I am shocked at how far Aeroflot standards have fallen since they invaded Ukraine, and this flight was a clear indicator of how much this airline is struggling to stay in the air. The ground service at Sheremetyevo Airport was dreadful, rude staff at Aeroflot counters / lounge and of course security and immigration gets worse by the day. Naturally I was very concerned about the safety of Aeroflot nowadays as they cannot legally get parts for most aircraft, but we got here. Food that used to be quite good was abysmal, inflight entertainment is very poor, and cabin staff seemed totally disinterested and presumably wanted to get a day or so on the Dubai beaches rather than do any work. Certainly recommend to avoid and I have re-booked my return on Turkish Airlines to have some better reassurance of safety. Avoid Aeroflot completely."
Aeroflot Russian Airlines,"✅Trip Verified|  No way to get a refund. My flight was cancelled three times in 2020 and back then the company refused to refund, instead they issued a coupon that had a refund option after three years. And now when the time has come they tell me that because I'm a foreigner I can only get my refund in their office in Russia, Kazakhstan or China I do not recommend anyone to fly with this company ever."
Aeroflot Russian Airlines,✅Trip Verified|  I had booked a flight from Greece to Cuba. Due to COVID it was cancelled. I accepted a voucher to travel later. Then came the war and there are no flights over Europe. I asked for my refund and the reply was that I have to travel to Russia to receive my refund from Russian territory by myself. No other options. I didn't have to visit Russia to book my ticket.
Aeroflot Russian Airlines,✅Trip Verified|  Has your flight been cancelled by Aeroflot themselves? Forget about your money back. You will never see them. I'm waiting for a refund for last 2.5 years!
Aeroflot Russian Airlines,"✅Trip Verified|  Aeroflot has set high standards of achieving a 5-star airline status and my expectations significantly increased as a result. Positives included a seamless upgrade from Comfort to Business at LHR, good Plaza Premium lounge, very good miles earning vs redeeming ratio. The A350 hard product is phenomenal, especially on a short London route, and the catering on this flight exceeded the expectations (usually poor hot meal, however, the 4 cheese pappardelle was very good). However, there are two drawbacks on Aeroflot. Firstly, I  dislike Aeroflot’s or SVO’s standard practice of parking planes at the literally remotest ramps possible in -6C and with ice covering the stairs. I understand there maybe logistics issues, but doing so to a premium-heavy flight like London and for their most luxurious widebody is just beyond logic. I am observing that the crew service on the A350 / B777 is poorer than on their other planes. It gave me a feeling that the crew were very much undertrained; as a result the service, although efficient, felt very rushed and unpolished.  I still believe that the Aeroflot Business Class is above any of its European counterparts from the overall package size view, and if one manages to upgrade for miles (amazing redemption value) like I often do, then this product is possibly the best business class. However, full-fare paying passengers might be disappointed, because, in addition to a cutting-edge hard product, for such money, you expect a hospitable and personalised staff service beyond the ‘just tick’ attitude.  Overall, is Aeroflot a good airline, yes. Is Aeroflot a 5-star level airline and is its business class worth paying a full fare, no."
Aeroflot Russian Airlines,"Not Verified|  Best airline in Russia! Very nice staff, comfortable seats (I don't ask much, I mean this is coming from a girl who drives tanks), good service and power supplies, anything you can possibly ask for, enough room for my single bag, and even more room. Great service, good crew, wonderful meals, and so much more!! Ground service, I was pushed around a lot, but that isn't the staffs' fault. I don't remember turning on my in-flight entertainment system, I was too busy playing World of Tanks Blitz with the incredible WiFi."
Aeroflot Russian Airlines,"✅Trip Verified|  I was very impressed with the staff. Many thanks to the Aeroflot representative Nina at Larnaca, who was extremely professional, friendly and genuinely caring for her passengers. The cabin crew were outstanding as well, especially the flight attendant Asiya and the purser Irina. They did everything to make people onboard happy."
